number	recipe_name	ingredients	cooking_time
924	Запеканка с курицей и кабачками	12 ИНГРЕДИЕНТОВ	1 час
925	Карпаччо из говядины	11 ИНГРЕДИЕНТОВ	10 минут
926	Трайфл с бананами, ягодами и сыром маскарпоне	7 ИНГРЕДИЕНТОВ	15 минут
927	Азиатский салат с апельсином, шпинатом и авокадо	10 ИНГРЕДИЕНТОВ	15 минут
928	Манная каша	6 ИНГРЕДИЕНТОВ	15 минут
929	Цеппелины	10 ИНГРЕДИЕНТОВ	2 часа
930	Капуста по-корейски	11 ИНГРЕДИЕНТОВ	20 минут
931	Винегрет с каперсами	11 ИНГРЕДИЕНТОВ	20 минут
932	Феттучини с грибами в сливочном соусе	9 ИНГРЕДИЕНТОВ	30 минут
933	Печенье с предсказанием	5 ИНГРЕДИЕНТОВ	15 минут
934	Конфеты из «Малютки»	5 ИНГРЕДИЕНТОВ	30 минут
935	Куриное филе под соусом терияки	5 ИНГРЕДИЕНТОВ	30 минут
936	Запеченная баранья нога с кофе и овощами	8 ИНГРЕДИЕНТОВ	2 часа 30 минут
937	Королева пудингов	10 ИНГРЕДИЕНТОВ	50 минут
938	Классические белорусские драники	7 ИНГРЕДИЕНТОВ	30 минут
939	Корниш-пасти	12 ИНГРЕДИЕНТОВ	2 часа
940	Домашние заварные профитроли	5 ИНГРЕДИЕНТОВ	30 минут
941	Марципан	5 ИНГРЕДИЕНТОВ	40 минут
942	Колканнон	6 ИНГРЕДИЕНТОВ	40 минут
943	Картофельный салат	10 ИНГРЕДИЕНТОВ	45 минут
944	Кальмары, тушенные в сметане	8 ИНГРЕДИЕНТОВ	30 минут
945	Тальята-ди-манзо	7 ИНГРЕДИЕНТОВ	20 минут
946	Уэвос-ранчерос	13 ИНГРЕДИЕНТОВ	30 минут
947	Руккола с редисом и помидорами	7 ИНГРЕДИЕНТОВ	10 минут
948	Борщ с фасолью	14 ИНГРЕДИЕНТОВ	3 часа
949	Салат из крабовых палочек с кукурузой	9 ИНГРЕДИЕНТОВ	30 минут
950	Творожная запеканка с бананами	9 ИНГРЕДИЕНТОВ	1 час
951	Навага, тушенная в сметане	8 ИНГРЕДИЕНТОВ	50 минут
952	Настоящий узбекский плов	11 ИНГРЕДИЕНТОВ	3 часа
953	Щи из свежей капусты	14 ИНГРЕДИЕНТОВ	4 часа
954	Школьные беляши	8 ИНГРЕДИЕНТОВ	30 минут
955	Славинк	10 ИНГРЕДИЕНТОВ	40 минут
956	Курица карри	11 ИНГРЕДИЕНТОВ	45 минут
957	Салат с перепелиными яйцами, семгой и томатами черри	9 ИНГРЕДИЕНТОВ	25 минут
958	Техасский хэш	12 ИНГРЕДИЕНТОВ	1 час
959	Салат «Весенний»	8 ИНГРЕДИЕНТОВ	15 минут
960	Хлеб из двух злаков с пахтой	6 ИНГРЕДИЕНТОВ	1 час
961	Паста с тунцом и шпинатом	7 ИНГРЕДИЕНТОВ	20 минут
962	Сливочный суп с лисичками и пореем	12 ИНГРЕДИЕНТОВ	20 минут
963	Быстрые банановые кексы	7 ИНГРЕДИЕНТОВ	1 час
964	Азиатский салат из говядины с кунжутной заправкой	17 ИНГРЕДИЕНТОВ	20 минут
965	Беляши	8 ИНГРЕДИЕНТОВ	1 час 30 минут
966	Кучмачи	14 ИНГРЕДИЕНТОВ	7 часов
967	Суп из фасоли	12 ИНГРЕДИЕНТОВ	1 час
968	Свинина с чесноком и сыром	7 ИНГРЕДИЕНТОВ	1 час 30 минут
969	Огуречная райта	7 ИНГРЕДИЕНТОВ	30 минут
970	Дрожжевые пасхальные куличи	9 ИНГРЕДИЕНТОВ	35 минут
971	Пшеничные блинчики с фейхоа и мятой	8 ИНГРЕДИЕНТОВ	30 минут
972	Запеченные баклажаны с сыром и помидорами	7 ИНГРЕДИЕНТОВ	30 минут
973	Кобб	16 ИНГРЕДИЕНТОВ	30 минут
974	Паштет из авокадо для бутербродов	7 ИНГРЕДИЕНТОВ	15 минут
975	Тушеная говядина с овощами	9 ИНГРЕДИЕНТОВ	30 минут
976	Суп из сушеных грибов	13 ИНГРЕДИЕНТОВ	1 час
977	Жюльен в булке	6 ИНГРЕДИЕНТОВ	30 минут
978	Треска с картофельным пюре и соусом из чеснока	18 ИНГРЕДИЕНТОВ	30 минут
979	Запеченный гусь	23 ИНГРЕДИЕНТА	2 часа
980	Крем-суп из шпината и кресс-салата	13 ИНГРЕДИЕНТОВ	15 минут
981	Пирог с тыквой и сыром	9 ИНГРЕДИЕНТОВ	1 час 10 минут
982	Буйабес	20 ИНГРЕДИЕНТОВ	1 час
983	Весенняя капоната	12 ИНГРЕДИЕНТОВ	20 минут
984	Ризотто с курицей	12 ИНГРЕДИЕНТОВ	1 час
985	Запеченная оленина семьи Баратеон	14 ИНГРЕДИЕНТОВ	1 час
986	Рулет из лаваша с курицей и сыром	6 ИНГРЕДИЕНТОВ	30 минут
987	Суп из тыквы	13 ИНГРЕДИЕНТОВ	1 час
988	Молочный суп с вермишелью	5 ИНГРЕДИЕНТОВ	15 минут
989	Чебуреки	7 ИНГРЕДИЕНТОВ	1 час
990	Острый сорбет по-дорнийски	6 ИНГРЕДИЕНТОВ	10 минут
991	Салат из зеленой фасоли с яйцами	5 ИНГРЕДИЕНТОВ	1 час
992	Кёфте	10 ИНГРЕДИЕНТОВ	10 минут
993	Оладьи на кислом молоке	6 ИНГРЕДИЕНТОВ	35 минут
994	Перец фаршированный	8 ИНГРЕДИЕНТОВ	1 час 30 минут
995	Молочный кисель с ванилью	5 ИНГРЕДИЕНТОВ	35 минут
996	Пирожки с луком и яйцом	9 ИНГРЕДИЕНТОВ	3 часа
997	Гречка с мясом и томатами по-купечески	7 ИНГРЕДИЕНТОВ	1 час
998	Нежная творожная запеканка на молоке	6 ИНГРЕДИЕНТОВ	45 минут
999	Грушевый пирог с шоколадом	8 ИНГРЕДИЕНТОВ	1 час
1000	Пад-капао	9 ИНГРЕДИЕНТОВ	20 минут
1001	Тигровые креветки с томатами, чесноком и травами по рецепту ресторана «Колбасофф»	12 ИНГРЕДИЕНТОВ	25 минут
1002	Печенье гата	8 ИНГРЕДИЕНТОВ	1 час 30 минут
1003	Сливочный шпинат	6 ИНГРЕДИЕНТОВ	5 минут
1004	Блины на кефире заварные	6 ИНГРЕДИЕНТОВ	1 час
1005	Буберт	8 ИНГРЕДИЕНТОВ	30 минут
1006	Манник на кефире.	5 ИНГРЕДИЕНТОВ	25 минут
1007	Шоколадные трюфели	3 ИНГРЕДИЕНТА	15 минут
1008	Жареный сыр с чатни из черешни	13 ИНГРЕДИЕНТОВ	20 минут
1009	Печенье «Линцские глаза»	9 ИНГРЕДИЕНТОВ	1 час
1010	Курица с печеными баклажанами и лимонным соусом	14 ИНГРЕДИЕНТОВ	50 минут
1011	Лимонад	5 ИНГРЕДИЕНТОВ	15 минут
1012	Цыпленок с розмарином и белым вином	8 ИНГРЕДИЕНТОВ	1 час
1013	Дрёммар («печенье мечты»)	6 ИНГРЕДИЕНТОВ	1 час
1014	Индийские самосы с картофелем и зеленым горошком	14 ИНГРЕДИЕНТОВ	20 минут
1015	Запеканка из кабачков с фаршем и сметаной	12 ИНГРЕДИЕНТОВ	1 час
1016	Торт «Подарочный»	10 ИНГРЕДИЕНТОВ	2 часа
1017	Суп-пюре «Дюбарри»	8 ИНГРЕДИЕНТОВ	1 час
1018	Куриная отбивная в кляре	8 ИНГРЕДИЕНТОВ	10 минут
1019	Американские панкейки с Nutella®	11 ИНГРЕДИЕНТОВ	1 час
1020	Сациви	11 ИНГРЕДИЕНТОВ	3 часа
1021	Открытый пирог с луком и яйцом	7 ИНГРЕДИЕНТОВ	1 час 30 минут
1022	Сациви	11 ИНГРЕДИЕНТОВ	3 часа
1023	Семипрестольный молочный поросенок	18 ИНГРЕДИЕНТОВ	3 часа
1024	Американские брауниз	7 ИНГРЕДИЕНТОВ	40 минут
1025	Печенье «Линцские глаза»	9 ИНГРЕДИЕНТОВ	1 час
1026	Творожные булочки на завтрак	8 ИНГРЕДИЕНТОВ	20 минут
1027	Бутербродная паста из тунца	6 ИНГРЕДИЕНТОВ	5 часов
1028	Курица с печеными баклажанами и лимонным соусом	14 ИНГРЕДИЕНТОВ	50 минут
1029	Картофельная запеканка с мясом и грибами	15 ИНГРЕДИЕНТОВ	1 час 15 минут
1030	Лимонад	5 ИНГРЕДИЕНТОВ	15 минут
1031	Индийские самосы с картофелем и зеленым горошком	14 ИНГРЕДИЕНТОВ	20 минут
1032	Торт «Подарочный»	10 ИНГРЕДИЕНТОВ	2 часа
1033	Суп-пюре «Дюбарри»	8 ИНГРЕДИЕНТОВ	1 час
1034	Яблочная настойка «Антоновка»	2 ИНГРЕДИЕНТА	5 минут
1035	Зимний овощной салат	10 ИНГРЕДИЕНТОВ	15 минут
1036	Суп-пюре из цветной капусты с пармезаном	7 ИНГРЕДИЕНТОВ	15 минут
1037	Кабачковая икра	9 ИНГРЕДИЕНТОВ	2 часа
1038	Шальтибарщай (Холодный борщ)	10 ИНГРЕДИЕНТОВ	20 минут
1039	Мильфей из индейки	13 ИНГРЕДИЕНТОВ	1 час 30 минут
1040	Торт «Три крема» (Tarte «Trois crèmes»)	9 ИНГРЕДИЕНТОВ	35 минут
1041	Открытый пирог с луком и яйцом	7 ИНГРЕДИЕНТОВ	1 час 30 минут
1042	Торт «Медовик»	8 ИНГРЕДИЕНТОВ	30 минут
1043	Индейка, запеченная с картофелем	10 ИНГРЕДИЕНТОВ	1 час 15 минут
1044	Стейк из тунца с гарниром из брюссельской капусты	11 ИНГРЕДИЕНТОВ	40 минут
1045	Лимонный кекс	10 ИНГРЕДИЕНТОВ	1 час 20 минут
1046	Шоколадный торт (Tenerina)	8 ИНГРЕДИЕНТОВ	50 минут
1047	Пирожки с капустой	10 ИНГРЕДИЕНТОВ	3 часа
1048	Сырные крокеты	7 ИНГРЕДИЕНТОВ	20 минут
1049	Сырные палочки в панировке	5 ИНГРЕДИЕНТОВ	30 минут
1050	Клубника и маскарпоне	11 ИНГРЕДИЕНТОВ	25 минут
1051	Гречаники	9 ИНГРЕДИЕНТОВ	1 час 30 минут
1052	Куриный ватерзой	15 ИНГРЕДИЕНТОВ	2 часа
1053	Эчпочмаки	13 ИНГРЕДИЕНТОВ	3 часа
1054	Лазанья болоньезе с сыром проволоне	17 ИНГРЕДИЕНТОВ	2 часа
1055	Пирожное «картошка»	10 ИНГРЕДИЕНТОВ	1 час
1056	Бабушкины сырники	6 ИНГРЕДИЕНТОВ	40 минут
1057	Пицца с сыром и грушей	7 ИНГРЕДИЕНТОВ	25 минут
1058	Зеленый салат с русским соусом	8 ИНГРЕДИЕНТОВ	10 минут
1059	Запеченные перепелки	12 ИНГРЕДИЕНТОВ	25 минут
1060	Итальянская лимонная гранита	5 ИНГРЕДИЕНТОВ	5 часов 20 минут
1061	Красный смузи с ягодами и свеклой	9 ИНГРЕДИЕНТОВ	5 минут
1062	Панна-котта с клубникой	4 ИНГРЕДИЕНТА	30 минут
